Sentence,Label
 The Cowboys plan to use third string quarterback Anthony Wright to back up Troy Aikman if Cunningham isn't ready to play.,1
"At this point in the season, no Dallas quarterbacks should be considered for your starting lineup.",1
    ,1
"Panthers , DT CAR - Free Agent Updated 12/01/00  ",1
"Not that the Panthers have been a stellar defense for Fantasy owners this season, but this week may be a bad time to start Carolina.",1
 The Panthers will face a Rams offense that will be pumped up and edgy with the return of QB Kurt Warner.,1
 Carolina may get a few interceptions off a rusty Warner but look for them to struggle to score Fantasy points against the Rams.  It would be wise to use another defense for this week.     ,1
"Martin Gramatica , K TB - The Lie Downs Updated 12/01/00  Look for Gramatica to pile up Fantasy points this week as the Bucs score at will against the Cowboys.",1
 ,1
He is currently seventh in the NFL in scoring.,1
" Barring injury, he should be one of the top picks among Fantasy kickers next year.     Buccaneers , DT TB - The Lie Downs Updated 12/01/00  ",1
Look for the Buccaneers to treat QB Troy Aikman like a tackling dummy this Sunday.,1
 The Cowboys have failed to protect him against adequate pass rushes this season so don't expect them to do any better against the T.B. sack machine.  ,1
The Buccaneers will be in Aikman's face all day and will force him into some turnovers as well.,1
" Fantasy owners that possess the Bucs' defense will see them help their team in a major way this week.     Ryan Longwell , K GB - Ramiro Updated 12/01/00  Look for Longwell to have a big week against the Bears Sunday.",1
" The Packers should have no problems gaining yards against the Bears but they may have trouble getting into the end zone, giving Longwell some kicking opportunities.",1
 He has been successful when given the opportunity connecting on 24-of-28 FGs this season.,1
 ,1
"Look for him to score some points this week and be helpful, as far as Fantasy kickers go.",1
    ,1
"Lions , DT DET - FDIC Updated 12/01/00",1
 The Lions' thinned secondary took another hit on Thursday as the team lost cornerback Bryant Westbrook for the remainder of the season to a torn left Achilles tendon.,1
His loss will force Detroit to move nickel back Marquis Walker into the starting lineup.,1
 The pass defense should be alright for the rest of the season though.,1
 The pass rush has come alive recently forcing the QBs to rush their throws.,1
" Detroit also has a favorable schedule with games against the Packers, Jets, and Bears.",1
 ,1
Teams whose pass offense has struggle considerably this season.,1
"     Robert Holcombe , RB STL - Free Agent Updated 12/01/00  Holcombe will start at fullback Sunday, but he will also get some carries at HB.",1
 At this point in the Fantasy season he will be a good reserve back to have.,1
 Just in case the Rams decide to rest Marshall Faulk in the upcoming weeks.,1
"    Jeff Wilkins , K STL - Free Agent Updated 12/01/00  So far so good for Wilkins and the Rams.  ",1
The kicker went through an intense kicking workout Thursday without experiencing any pain in his leg.,1
 If he continues to kick without experiencing the slightest twinge he will play Sunday at Carolina.,1
 Wilkins could be extremely helpful to Fantasy Owners in the last few weeks.,1
" The Rams will get QB Kurt Warner back Sunday and face the Panthers and Vikings in their next two games.  Look for the offense to explode once again and give Wilkins a lot of opportunities to score points.    Jerald Moore , RB NO - The Fat Bastards Updated 12/01/00  ",1
Moore's condition has improved and he has been upgraded to probable for Sunday's game against the Broncos.,1
 Moore suffered a stinger against the Rams last Sunday and his neck and shoulder have been sore all week.,1
 ,1
Give Moore a start this Sunday.,1
 He has been an adequate replacement for RB Ricky Williams and has been a nice fit behind the Saints' offensive line.,1
"      Jake Reed , WR NO - Free Agent Updated 12/01/00  Reed will practice Friday for the first time since breaking his leg.",1
 He put up dismal Fantasy numbers before he injured his leg.,1
" He could be back in action before the regular season ends but don't count on him helping out your Fantasy team.     Aaron Stecker , RB TB - Free Agent Updated 12/01/00  Stecker the Bucs' primary kickoff returner sat out of practice Thursday and is not expected to play Sunday.",1
 Tampa has activated WR Frank Murphy from its practice squad with intentions of having him handle the kicks.,1
 If returners are valuable in your Fantasy league it would be wise for you to pick up a healthy return man.,1
"    Macey Brooks , WR CHI - Free Agent Updated 12/01/00  Brooks missed practice Thursday due to a lower back strain and is questionable for Sunday's game against the Packers.",1
 If Brooks doesn't play the Bears will only have four healthy receivers.,1
 This could mean a healthy diet of running plays.,1
 It would be wise for Fantasy owners to utilize Chicago RBs James Allen and Marlon Barnes considering the health of the Bears receivers and Green Bay's recent struggles with its run defense.,1
"    Marcus Robinson , WR CHI - Meximullets Updated 12/01/00  Robinson was hospitalized for back spasms Wednesday night and still remained in the hospital Thursday night.",1
 He is also suffering from a lower back sprain and is not expected to play against the Packers Sunday.,1
 Marty Booker and rookie Dez White will alternate in Robinson's spot.,1
 Eddie Kennison will probably be used as the primary receiver.,1
 It would be wise to stay away from Robinson and the rest of the Chicago passing team this week.,1
    ,1
"James Stewart , RB DET - The Lie Downs Updated 12/01/00  Stewart had a mediocre Fantasy game Thursday carrying 15 times for 67 yards and a touchdown.  Look for Stewart to have a better game against the Packers next week.  ",1
The Packers defensive line is thin without DT Santana Dotson.,1
They allowed Carolina rookie Brad Hoover to romp through their front for 117 yards Monday.,1
     ,1
"Stoney Case , QB DET - Free Agent Updated 12/01/00  Case entered Thursday night's game for Detroit, replacing starter Charlie Batch who left after re-aggravating a rib injury.",1
"Playing for the injured Batch, Case completed 23-of-33 passes for 230 yards with one touchdown and one interception, and also ran six times for 62 yards.",1
Case might not be a bad acquisition at this point of the season.,1
If Batch can't play next week it would be best to plug in his backup.,1
"Batch may be the better winner, but Case's running ability makes him the better Fantasy QB.",1
"    Larry Foster , WR DET - Free Agent Updated 12/01/00  ",1
The rookie wideout put up the best numbers in a game laced with talented receivers.,1
 He caught eight passes for 106 yards and a late touchdown.,1
 Don't rush out and try to acquire Foster though.,1
" His numbers were probably more a product of his chemistry with fellow second-stringer, QB Stoney Case, who filled in for the injured Charlie Batch.",1
 Foster seemed to be Case's first throwing option.,1
" When Batch returns Foster will probably be the third option again.     Daunte Culpepper , QB MIN - The Fat Bastards Updated 12/01/00  ",1
Culpepper had a boring Fantasy performance against the Lions Thursday.,1
 He threw a touchdown and two interceptions while completing 19-of-32 passes for 160 yards.,1
 ,1
Expect bigger and better numbers for Culpepper when he faces the Rams next week in what will probably the biggest offensive explosion of the season.,1
      ,1
"Cris Carter , WR MIN - Fear Updated 12/01/00  ",1
"Carter caught seven passes for 45 yards Thursday, including a four-yard second quarter touchdown for his 1,000th career  catch.",1
 It was a milestone night for Carter but a forgettable one for Fantasy owners.,1
 His numbers weren't too spectacular.,1
 ,1
Look for him to put up better numbers against the Rams and their generous defense next week.,1
"    Randy Moss , WR MIN - Mean Machine Updated 12/01/00  ",1
The Lions managed to put the clamps on the star wideout Thursday.,1
 He was held to 26 yards on three catches.,1
 Don't worry Fantasy owners.,1
 If your team is still in the playoff hunt Moss will make up for his performance next week against the Rams.,1
 He is just too talented to be shut down in consecutive games.,1
"      Robert Smith , RB MIN - Mean Machine Updated 12/01/00  Smith ran for two touchdowns and 117 yards on 17 carries Thursday night, including a 43-yard fourth-quarter TD run that sealed the game for Minnesota.",1
 If you have Smith on your Fantasy team he may very well seal a Fantasy championship for your team.,1
 He is without a doubt the hottest Fantasy back right now.,1
"    Steve McNair , QB TEN - FDIC Updated 11/30/00  Although McNair is listed as questionable on the Titans' injury report for Sunday's game in Philadelphia, he is expected to get the start.",1
"His thumb is still sore and he's been icing it regularly, but it's not expected to keep him from playing.",1
"Still, the Eagles have a solid defense and the Titans' passing game has struggled of late, so you might want to consider starting someone else this week.",1
  ,1
"Eddie George , RB TEN - Fear Updated 11/30/00  George did not practice yesterday in order to rest his injured right big toe, although he and Coach Jeff Fisher said he could have participated.",1
"Fisher wants George to be able to fully participate in today's session, and expects he will be able to.",1
"Considering George has held up this well through a variety of injuries in recent weeks, there's little reason to expect he won't start Sunday in his return to Philadelphia and post solid Fantasy numbers.",1
"  Hines Ward , WR PIT - Thrill Kill Cult Updated 11/30/00  Ward is listed as probable on the Steelers' injury report for Sunday's game against Oakland.",1
"With Pittsburgh's receivers hurting, expect him to play and be the focus of the passing game.",1
"He's still marginal as a Fantasy producer, though.",1
 ,1
More Updates  Breakdown?Schedule?,0
  ,1
"Thrill Kill Cult    Player    Pos    Points    Brooks, Aaron   QB  0.0   Anderson, Mike   RB  0.0   Smith, Lamar   RB  0.0   Dawkins, Sean   WR  0.0   Glenn, Terry   WR  0.0   Ward, Hines   WR  0.0   Dilger, Ken   TE  0.0   Hanson, Jason   K  5.0   Saints   DT  0.0  ",0
[IMAGE]   TOTAL   ?   5.0   ,0
"[IMAGE]  Jackson, Darrell   WR  0.0   ",0
"Dolphins   DT  0.0   Brunell, Mark   QB  0.0   Davis, Terrell   RB  0.0   Fiedler, Jay   QB  0.0   Hoover, Brad   RB  0.0   Rice, Jerry   WR  0.0   Sanders, Chris   WR  0.0 [IMAGE]  at Meximullets",0
